R/CS/311,1985,R.D. Prew
R/CS/311,1985,G. Christian
R/CS/311,1985,S.H.T. Harper
R/CS/311,1985,J.F. Jenkyn
R/CS/311,1985,A.E. Johnston
R/CS/311,1985,B.R. Kerry
R/CS/311,1985,R. Moffitt
R/CS/311,1985,W. Powell
R/CS/311,1985,G.C. Scott
R/CS/311,1985,A.D. Todd
R/CS/311,1986,R.D. Prew
R/CS/311,1986,G. Christian
R/CS/311,1986,B.M. Church
R/CS/311,1986,R.J. Gutteridge
R/CS/311,1986,S.H.T. Harper
R/CS/311,1986,J.F. Jenkyn
R/CS/311,1986,A.E. Johnston
R/CS/311,1986,R. Kerry
R/CS/311,1986,R. Moffitt
R/CS/311,1986,W. Powell
R/CS/311,1986,A.D. Todd
R/CS/311,1987,R.D. Prew
R/CS/311,1987,D.G. Christian
R/CS/311,1987,R.J. Gutteridge
R/CS/311,1987,S.H.T. Harper
R/CS/311,1987,J.F. Jenkyn
R/CS/311,1987,A.E. Johnston
R/CS/311,1987,R. Kerry
R/CS/311,1987,R. Moffitt
R/CS/311,1987,W. Powell
R/CS/311,1987,A.D. Todd
R/CS/311,1988,R.D. Prew
R/CS/311,1988,D.G. Christian
R/CS/311,1988,R.J. Gutteridge
R/CS/311,1988,H.T. Harper
R/CS/311,1988,J.F. Jenkyn
R/CS/311,1988,A.B. Johnston
R/CS/311,1988,B.R. Kerry
R/CS/311,1988,R. Moffitt
R/CS/311,1988,W. Powell
R/CS/311,1988,A.D. Todd
R/CS/311,1989,R.D. Prew
R/CS/311,1989,D.G. Christian
R/CS/311,1989,R.J. Gutteridgo
R/CS/311,1989,E.T.G. Bacon
R/CS/311,1989,J.F. Jenkyn
R/CS/311,1989,B.R. Kerry
R/CS/311,1989,R. Moffitt
R/CS/311,1989,W. Powell
R/CS/311,1989,A.D. Todd
R/CS/311,1990,D.G. Christian
R/CS/311,1990,R.J. Gutteridge
R/CS/311,1990,E.T.G. Bacon
R/CS/311,1990,J.F. Jenkyn
R/CS/311,1990,B.R. Kerry
R/CS/311,1990,R. Moffitt
R/CS/311,1990,W. Powell
R/CS/311,1990,A.D. Todd
R/CS/311,1991,R.D. Prew
R/CS/311,1991,D.G. Christian
R/CS/311,1991,R.J. Gutteridge
R/CS/311,1991,E.T.G. Bacon
R/CS/311,1991,J.F. Jenkyn
R/CS/311,1991,B.R. Kerry
R/CS/311,1991,W. Powell
R/CS/311,1991,A.D. Todd
R/CS/311,1992,R.D. Prew
R/CS/311,1992,D.G. Christian
R/CS/311,1992,R.J. Gutteridge
R/CS/311,1992,E.T.G. Bacon
R/CS/311,1992,J.F. Jenkyn
R/CS/311,1992,R. Kerry
R/CS/311,1992,W. Powell
R/CS/311,1992,A.D. Todd
R/CS/311,1993,R.D. Prew
R/CS/311,1993,D.G. Christian
R/CS/311,1993,R.J. Gutteridge
R/CS/311,1993,E.T.G. Bacon
R/CS/311,1993,J.F. Jenkyn
R/CS/311,1993,B.R. Kerry
R/CS/311,1993,W. Powell
R/CS/311,1993,A.D. Todd
R/CS/311,1994,J.F. Jenkyn
R/CS/311,1994,R.J. Gutteridge
R/CS/311,1994,A.D. Todd
R/CS/311,1995,J.F. Jenkyn
R/CS/311,1995,R.J. Gutteridge
R/CS/311,1995,A.D. Todd
R/CS/311,1996,J.F. Jenkyn
R/CS/311,1996,R.J. Gutteridge
R/CS/311,1996,A.D. Todd
R/CS/311,1997,J.F. Jenkyn
R/CS/311,1997,R.J. Gutteridge
R/CS/311,1997,A.D. Todd
R/CS/311,1998,J.F. Jenkyn
R/CS/311,1998,R.J. Gutteridge
R/CS/311,1998,A.D. Todd
R/CS/311,1999,J.F. Jenkyn
R/CS/311,1999,R.J. Gutteridge
R/CS/311,1999,A.D. Todd
R/CS/311,2000,J.F. Jenkyn
R/CS/311,2000,R.J. Gutteridge
R/CS/311,2000,A.D. Todd
